siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,transition-row-action-operand,collection,defined,accessor-non-empty,write-full,g13,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,stateless-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,stateless-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,stateless-hook-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,stateless-hook-action-operand,collection,conflicted,,,,"docs/language/precept-language-spec.md § Stateless event hook states that handlers do not support `when` guards, while samples/Test2.precept:4 writes one and HEAD both accepts it and consumes it as a premise (measured run recorded in the evaluation-site enumeration). A defined cell must state its applicable premise-class set, and whether class (c) exists here turns on which source is right. Routed to the owner; the obligation side is settled and these cells become defined the moment the class set is ruled.",,,,"['docs/language/precept-language-spec.md § Stateless event hook', 'samples/Test2.precept:4']"
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,construction-row-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,construction-row-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,construction-row-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,construction-row-action-operand,collection,defined,accessor-non-empty,construction,g13,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-action-operand,collection,defined,accessor-non-empty,state-hook-write,g13,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,transition-row-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,transition-row-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,transition-row-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,transition-row-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-hook-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,access-mode-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,access-mode-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,access-mode-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,access-mode-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,reject-message-interpolation,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,reject-message-interpolation,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,reject-message-interpolation,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,reject-message-interpolation,collection,defined,accessor-non-empty,message,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-activation-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-activation-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-activation-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,rule-activation-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-ensure-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-ensure-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-ensure-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,state-ensure-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-ensure-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-ensure-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-ensure-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-ensure-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,ensure-activation-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,ensure-activation-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,ensure-activation-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,ensure-activation-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,constraint-rationale-interpolation,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,constraint-rationale-interpolation,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,constraint-rationale-interpolation,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,constraint-rationale-interpolation,collection,defined,accessor-non-empty,message,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,computed-field-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,computed-field-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,computed-field-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,computed-field-expression,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-default-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-default-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-default-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-default-value-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-modifier-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,field-modifier-value-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-arg-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-arg-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-arg-modifier-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,event-arg-modifier-value-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,collection-inner-type-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,collection-inner-type-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,collection-inner-type-modifier-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,collection-inner-type-modifier-value-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,type-qualifier-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,type-qualifier-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,type-qualifier-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,type-qualifier-expression,collection,defined,accessor-non-empty,declaration,g16,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,quantifier-predicate,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,quantifier-predicate,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,quantifier-predicate,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,quantifier-predicate,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,operand-free-action-precondition,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,operand-free-action-precondition,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,operand-free-action-precondition,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,operand-free-action-precondition,collection,empty,,,,,,"the operand-free action-precondition category holds no authored expression, so no operator, function or accessor site can occur inside it",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,choice-value-expression,primitive,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,choice-value-expression,temporal,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,choice-value-expression,business-domain,empty,,,,,,"no operand or subject of `set accessor .min` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/min/numeric-0,Numeric,set accessor .min,Collection must be non-empty,choice-value-expression,collection,empty,,,,,,"the choice value production admits only string/number/true/false literals (eval-site enumeration, choice-value-expression derivation), so no operator, function, accessor or action occurs here and no catalog site can attach",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-action-operand,collection,defined,accessor-non-empty,write-full,g13,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,stateless-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,stateless-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,stateless-hook-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,stateless-hook-action-operand,collection,conflicted,,,,"docs/language/precept-language-spec.md § Stateless event hook states that handlers do not support `when` guards, while samples/Test2.precept:4 writes one and HEAD both accepts it and consumes it as a premise (measured run recorded in the evaluation-site enumeration). A defined cell must state its applicable premise-class set, and whether class (c) exists here turns on which source is right. Routed to the owner; the obligation side is settled and these cells become defined the moment the class set is ruled.",,,,"['docs/language/precept-language-spec.md § Stateless event hook', 'samples/Test2.precept:4']"
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,construction-row-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,construction-row-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,construction-row-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,construction-row-action-operand,collection,defined,accessor-non-empty,construction,g13,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-action-operand,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-action-operand,collection,defined,accessor-non-empty,state-hook-write,g13,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,transition-row-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,state-hook-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,access-mode-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,access-mode-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,access-mode-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,access-mode-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,reject-message-interpolation,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,reject-message-interpolation,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,reject-message-interpolation,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,reject-message-interpolation,collection,defined,accessor-non-empty,message,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-condition,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-condition,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-condition,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-condition,collection,defined,accessor-non-empty,constraint,g15,,,,,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-activation-guard,primitive,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the primitive family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-activation-guard,temporal,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the temporal family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-activation-guard,business-domain,empty,,,,,,"no operand or subject of `set accessor .max` has a declared type in the business-domain family (its declared types are Set), so no program can mint this requirement at a value of that family",,
accessor/Set/max/numeric-0,Numeric,set accessor .max,Collection must be non-empty,rule-activation-guard,collection,defined,accessor-non-empty,guard,g14,,,,,
