// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.09 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.93 sec and exited with 0
// ***** Done, took 00:00:10 (10.08 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

-------------------- Histogram --------------------
[10.871 ns ; 10.874 ns) | @@@
---------------------------------------------------

ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 44.153 ns, StdErr = 0.011 ns (0.02%), N = 3, StdDev = 0.019 ns
Min = 44.132 ns, Q1 = 44.146 ns, Median = 44.160 ns, Q3 = 44.164 ns, Max = 44.168 ns
IQR = 0.018 ns, LowerFence = 44.119 ns, UpperFence = 44.191 ns
ConfidenceInterval = [43.808 ns; 44.499 ns] (CI 99.9%), Margin = 0.345 ns (0.78% of Mean)
Skewness = -0.32, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[44.115 ns ; 44.185 ns) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.2, Linux Ubuntu 24.04.4 LTS (Noble Numbat)
Cortex-X925, Cortex-A725 2.81GHz, 10 physical cores
.NET SDK 10.0.300
  [Host]   : .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
  ShortRun : .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

| Method    | Categories | Mean       | Error     | StdDev    | Ratio | RatioSD | Gen0   | Allocated | Alloc Ratio |
|---------- |----------- |-----------:|----------:|----------:|------:|--------:|-------:|----------:|------------:|
| Dec_Add   | Add        |   2.825 ns | 0.0697 ns | 0.0038 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Add   | Add        |  13.893 ns | 0.2402 ns | 0.0132 ns |  4.92 |    0.01 |      - |         - |          NA |
|           |            |            |           |           |       |         |        |           |             |
| Dec_Chain | Chain5     |  39.270 ns | 0.0640 ns | 0.0035 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Chain | Chain5     | 223.830 ns | 8.9218 ns | 0.4890 ns |  5.70 |    0.01 | 0.0153 |      64 B |          NA |
|           |            |            |           |           |       |         |        |           |             |
| Rat_Div   | Divide     |  12.187 ns | 0.0580 ns | 0.0032 ns |  0.82 |    0.01 |      - |         - |          NA |
| Dec_Div   | Divide     |  14.877 ns | 3.5794 ns | 0.1962 ns |  1.00 |    0.02 |      - |         - |          NA |
| Ucum_Div  | Divide     |  45.630 ns | 0.4930 ns | 0.0270 ns |  3.07 |    0.04 |      - |         - |          NA |
|           |            |            |           |           |       |         |        |           |             |
| Dec_Mul   | Multiply   |   2.198 ns | 0.0202 ns | 0.0011 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Mul   | Multiply   |  10.872 ns | 0.0157 ns | 0.0009 ns |  4.95 |    0.00 |      - |         - |          NA |
| Ucum_Mul  | Multiply   |  44.153 ns | 0.3451 ns | 0.0189 ns | 20.09 |    0.01 |      - |         - |          NA |

// * Legends *
  Categories  : All categories of the corresponded method, class, and assembly
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen0        : GC Generation 0 collects per 1000 operations
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ns        : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:32 (92.46 sec), executed benchmarks: 10

Global total time: 00:01:42 (102.61 sec), executed benchmarks: 10
// * Artifacts cleanup *
Artifacts cleanup is finished
