// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.23 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.73 sec and exited with 0
// ***** Done, took 00:00:10 (10.03 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 10.883 ns, StdErr = 0.003 ns (0.02%), N = 3, StdDev = 0.005 ns
Min = 10.878 ns, Q1 = 10.881 ns, Median = 10.884 ns, Q3 = 10.886 ns, Max = 10.887 ns
IQR = 0.005 ns, LowerFence = 10.874 ns, UpperFence = 10.892 ns
ConfidenceInterval = [10.799 ns; 10.967 ns] (CI 99.9%), Margin = 0.084 ns (0.77% of Mean)
Skewness = -0.14, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[10.874 ns ; 10.892 ns) | @@@
---------------------------------------------------

ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 45.320 ns, StdErr = 0.037 ns (0.08%), N = 3, StdDev = 0.065 ns
Min = 45.274 ns, Q1 = 45.283 ns, Median = 45.291 ns, Q3 = 45.342 ns, Max = 45.394 ns
IQR = 0.060 ns, LowerFence = 45.193 ns, UpperFence = 45.432 ns
ConfidenceInterval = [44.138 ns; 46.502 ns] (CI 99.9%), Margin = 1.182 ns (2.61% of Mean)
Skewness = 0.36, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[45.215 ns ; 45.453 ns) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.2, Linux Ubuntu 24.04.4 LTS (Noble Numbat)
Cortex-X925, Cortex-A725 2.81GHz, 10 physical cores
.NET SDK 10.0.300
  [Host]   : .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
  ShortRun : .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

| Method    | Categories | Mean       | Error      | StdDev    | Ratio | RatioSD | Gen0   | Allocated | Alloc Ratio |
|---------- |----------- |-----------:|-----------:|----------:|------:|--------:|-------:|----------:|------------:|
| Dec_Add   | Add        |   2.763 ns |  0.0411 ns | 0.0023 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Add   | Add        |  13.892 ns |  0.2092 ns | 0.0115 ns |  5.03 |    0.01 |      - |         - |          NA |
|           |            |            |            |           |       |         |        |           |             |
| Dec_Chain | Chain5     |  39.529 ns |  0.1849 ns | 0.0101 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Chain | Chain5     | 223.966 ns | 15.4536 ns | 0.8471 ns |  5.67 |    0.02 | 0.0153 |      64 B |          NA |
|           |            |            |            |           |       |         |        |           |             |
| Rat_Div   | Divide     |  12.191 ns |  0.0234 ns | 0.0013 ns |  0.81 |    0.00 |      - |         - |          NA |
| Dec_Div   | Divide     |  14.961 ns |  1.5591 ns | 0.0855 ns |  1.00 |    0.01 |      - |         - |          NA |
| Ucum_Div  | Divide     |  45.699 ns |  0.5430 ns | 0.0298 ns |  3.05 |    0.02 |      - |         - |          NA |
|           |            |            |            |           |       |         |        |           |             |
| Dec_Mul   | Multiply   |   3.105 ns |  0.0242 ns | 0.0013 ns |  1.00 |    0.00 |      - |         - |          NA |
| Rat_Mul   | Multiply   |  10.883 ns |  0.0842 ns | 0.0046 ns |  3.50 |    0.00 |      - |         - |          NA |
| Ucum_Mul  | Multiply   |  45.320 ns |  1.1819 ns | 0.0648 ns | 14.59 |    0.02 |      - |         - |          NA |

// * Legends *
  Categories  : All categories of the corresponded method, class, and assembly
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen0        : GC Generation 0 collects per 1000 operations
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ns        : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:25 (85.24 sec), executed benchmarks: 10

Global total time: 00:01:35 (95.38 sec), executed benchmarks: 10
// * Artifacts cleanup *
Artifacts cleanup is finished
